bet_name,AKB,B3,BF,BY,CE,DP,EE,FB,FR,G5,KN,LD,LS,MA,N4,OE,PP,QN,S6,SI,SK,SX,UN,VC,VT,WA,WH,timestamp
Donald Trump,1.7,1.62,1.67,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.67,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.61,1.65,1.61,1.62,2024-11-05T00:14:05.486909+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.25,2.2,2.35,2.4,2024-11-05T00:14:05.486909+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:14:05.486909+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:14:05.486909+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:14:05.486909+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:14:05.486909+00:00
Donald Trump,1.7,1.62,1.67,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.67,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.61,1.65,1.61,1.62,2024-11-05T00:19:27.959039+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.25,2.2,2.35,2.4,2024-11-05T00:19:27.959039+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:19:27.959039+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:19:27.959039+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:19:27.959039+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:19:27.959039+00:00
Donald Trump,1.7,1.62,1.67,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.67,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.7,1.65,1.61,1.62,2024-11-05T00:24:50.959248+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.4,2.2,2.35,2.4,2024-11-05T00:24:50.959248+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:24:50.959248+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:24:50.959248+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:24:50.959248+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:24:50.959248+00:00
Donald Trump,1.7,1.62,1.67,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.67,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.7,1.65,1.61,1.62,2024-11-05T00:30:13.937128+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.4,2.2,2.35,2.4,2024-11-05T00:30:13.937128+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:30:13.937128+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:30:13.937128+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:30:13.937128+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:30:13.937128+00:00
Donald Trump,1.7,1.62,1.67,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.68,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.73,1.65,1.61,1.62,2024-11-05T00:35:36.664599+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.38,2.2,2.35,2.4,2024-11-05T00:35:36.664599+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:35:36.664599+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:35:36.664599+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:35:36.664599+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:35:36.664599+00:00
Donald Trump,1.7,1.62,1.67,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.68,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.73,1.65,1.61,1.62,2024-11-05T00:40:58.688071+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.38,2.2,2.35,2.4,2024-11-05T00:40:58.688071+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:40:58.688071+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:40:58.688071+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:40:58.688071+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:40:58.688071+00:00
Donald Trump,1.7,1.62,1.67,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.68,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.73,1.65,1.61,1.62,2024-11-05T00:46:22.047078+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.38,2.2,2.35,2.4,2024-11-05T00:46:22.047078+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:46:22.047078+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:46:22.047078+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:46:22.047078+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:46:22.047078+00:00
Donald Trump,1.7,1.62,1.67,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.68,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.73,1.65,1.61,1.62,2024-11-05T00:51:45.396866+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.38,2.2,2.35,2.4,2024-11-05T00:51:45.396866+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:51:45.396866+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:51:45.396866+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:51:45.396866+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:51:45.396866+00:00
Donald Trump,1.7,1.62,1.68,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.68,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.73,1.65,1.61,1.62,2024-11-05T00:57:14.096124+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.38,2.2,2.35,2.4,2024-11-05T00:57:14.096124+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:57:14.096124+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:57:14.096124+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:57:14.096124+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T00:57:14.096124+00:00
Donald Trump,1.7,1.62,1.68,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.68,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.73,1.65,1.61,1.62,2024-11-05T01:02:37.996319+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.38,2.2,2.35,2.4,2024-11-05T01:02:37.996319+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:02:37.996319+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:02:37.996319+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:02:37.996319+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:02:37.996319+00:00
Donald Trump,1.7,1.62,1.68,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.68,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.73,1.65,1.61,1.62,2024-11-05T01:08:01.306628+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.38,2.2,2.35,2.4,2024-11-05T01:08:01.306628+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:08:01.306628+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:08:01.306628+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:08:01.306628+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:08:01.306628+00:00
Donald Trump,1.7,1.62,1.68,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.68,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.73,1.65,1.61,1.62,2024-11-05T01:13:24.309831+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.38,2.2,2.35,2.4,2024-11-05T01:13:24.309831+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:13:24.309831+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:13:24.309831+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:13:24.309831+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:13:24.309831+00:00
Donald Trump,1.7,1.62,1.68,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.68,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.73,1.65,1.61,1.62,2024-11-05T01:18:47.716128+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.38,2.2,2.35,2.4,2024-11-05T01:18:47.716128+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:18:47.716128+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:18:47.716128+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:18:47.716128+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:18:47.716128+00:00
Donald Trump,1.7,1.62,1.68,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.68,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.73,1.65,1.61,1.62,2024-11-05T01:24:10.147034+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.38,2.2,2.35,2.4,2024-11-05T01:24:10.147034+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:24:10.147034+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:24:10.147034+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:24:10.147034+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:24:10.147034+00:00
Donald Trump,1.7,1.62,1.67,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.68,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.73,1.65,1.61,1.62,2024-11-05T01:29:32.566761+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.38,2.2,2.35,2.4,2024-11-05T01:29:32.566761+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:29:32.566761+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:29:32.566761+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:29:32.566761+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:29:32.566761+00:00
Donald Trump,1.7,1.62,1.67,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.68,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.73,1.65,1.61,1.62,2024-11-05T01:34:55.669549+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.38,2.2,2.35,2.4,2024-11-05T01:34:55.669549+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:34:55.669549+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:34:55.669549+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:34:55.669549+00:00
Chase Oliver,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:34:55.669549+00:00
Donald Trump,1.7,1.62,1.67,1.67,1.61,1.62,1.57,1.67,1.62,1.67,1.61,1.68,1.68,0.0,1.62,1.57,1.7,1.62,1.7,1.65,1.62,1.65,1.67,1.73,1.65,1.61,1.62,2024-11-05T01:40:18.891373+00:00
Kamala Harris,2.4,2.4,2.41,2.38,2.4,2.4,2.25,2.3,2.3,2.3,2.4,2.3,2.39,0.0,2.25,2.25,2.25,2.3,2.2,2.25,2.25,2.25,2.3,2.38,2.2,2.35,2.4,2024-11-05T01:40:18.891373+00:00
Cornel West,0.0,0.0,980.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:40:18.891373+00:00
Claudia De La Cruz,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:40:18.891373+00:00
Jill Stein,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-11-05T01:40:18.891373+00:00
